Sector,Tiene_Parqueadero_Num,Precio_Venta_COP,Estrato,Area_Construida_m2,Distancia_CC_SanNicolas_km,Conjunto_Cerrado_Num,Urbana_Rural_Num,Topografia_Num
Comuna 4 (El Porvenir),1,677000000,3,148.26,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,2550000000,4,1545.88,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1615000000,4,196.07,10.0,0,0,3
Comuna 4 (El Porvenir),1,792000000,3,169.64,2.5,1,1,0
Comuna 1 (Centro Histórico),0,622000000,4,130.78,1.5,0,1,0
Comuna 1 (Centro Histórico),0,402000000,2,118.52,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1477000000,4,943.66,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1945000000,3,1550.72,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1663000000,2,268.39,10.0,0,0,3
Comuna 2 (San Antonio),1,637000000,4,130.8,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2316000000,4,1453.99,6.0,0,0,2
Comuna 1 (Centro Histórico),0,492000000,4,103.05,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,521000000,2,105.78,12.0,0,1,1
Comuna 4 (El Porvenir),1,859000000,4,171.51,2.5,1,1,0
Comuna 1 (Centro Histórico),0,606000000,4,120.47,1.5,0,1,0
Comuna 1 (Centro Histórico),0,495000000,3,115.51,1.5,0,1,0
Comuna 2 (San Antonio),1,427000000,4,89.72,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1497000000,3,187.81,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1603000000,3,203.24,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3204000000,5,278.2,14.0,1,0,2
Comuna 2 (San Antonio),1,698000000,4,141.61,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,655000000,2,130.8,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1604000000,2,253.5,10.0,0,0,3
Comuna 4 (El Porvenir),1,834000000,3,185.95,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1490000000,4,913.34,6.0,0,0,2
Comuna 2 (San Antonio),1,547000000,3,124.2,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1693000000,4,1019.58,6.0,0,0,2
Comuna 1 (Centro Histórico),0,477000000,4,99.6,1.5,0,1,0
Comuna 4 (El Porvenir),1,532000000,3,119.37,2.5,1,1,0
Comuna 4 (El Porvenir),1,834000000,3,183.35,2.5,1,1,0
Comuna 1 (Centro Histórico),0,427000000,4,91.21,1.5,0,1,0
Comuna 2 (San Antonio),1,622000000,3,133.09,3.5,0,1,0
Comuna 1 (Centro Histórico),0,405000000,3,95.44,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1764000000,4,1111.24,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,3466000000,6,251.86,14.0,1,0,2
Comuna 4 (El Porvenir),1,799000000,3,171.19,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,5843000000,6,658.57,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,6369000000,6,758.64,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1317000000,3,1118.71,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,638000000,3,102.58,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1168000000,3,150.64,10.0,0,0,3
Comuna 1 (Centro Histórico),0,449000000,4,94.28,1.5,0,1,0
Comuna 1 (Centro Histórico),0,653000000,3,160.34,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,622000000,3,99.01,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,384000000,2,78.05,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,2570000000,4,1575.01,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1897000000,4,1151.29,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,526000000,2,103.63,12.0,0,1,1
Comuna 4 (El Porvenir),1,593000000,4,118.26,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1254000000,3,1017.87,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,3630000000,6,264.1,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,947000000,3,757.06,6.0,0,0,2
Comuna 1 (Centro Histórico),0,636000000,2,189.97,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1750000000,3,1499.83,6.0,0,0,2
Comuna 4 (El Porvenir),1,737000000,4,137.7,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,547000000,2,107.57,12.0,0,1,1
Comuna 1 (Centro Histórico),0,509000000,4,110.95,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1201000000,3,1031.8,6.0,0,0,2
Comuna 4 (El Porvenir),1,706000000,3,148.33,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,4511000000,6,325.88,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1800000000,3,1494.8,6.0,0,0,2
Comuna 4 (El Porvenir),1,717000000,4,141.58,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,3687000000,6,265.92,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,760000000,2,147.8,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1481000000,3,1184.04,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,3917000000,5,336.52,14.0,1,0,2
Comuna 1 (Centro Histórico),0,434000000,3,109.57,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,762000000,3,129.42,12.0,0,1,1
Comuna 1 (Centro Histórico),0,403000000,2,115.38,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4692000000,6,548.54,12.0,1,0,1
Comuna 2 (San Antonio),1,670000000,5,126.91,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,882000000,4,564.24,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4345000000,6,304.7,14.0,1,0,2
Comuna 2 (San Antonio),1,741000000,4,153.4,3.5,0,1,0
Comuna 2 (San Antonio),1,584000000,3,125.96,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,4375000000,4,419.2,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,635000000,3,105.03,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1282000000,3,1058.4,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,4906000000,6,564.69,12.0,1,0,1
Comuna 1 (Centro Histórico),0,757000000,4,150.45,1.5,0,1,0
Comuna 4 (El Porvenir),1,1083000000,4,218.65,2.5,1,1,0
Comuna 1 (Centro Histórico),0,645000000,4,130.3,1.5,0,1,0
Comuna 4 (El Porvenir),1,520000000,3,111.76,2.5,1,1,0
Comuna 1 (Centro Histórico),0,380000000,3,92.96,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,4217000000,6,291.86,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4393000000,6,509.85,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,2379000000,4,1431.35,6.0,0,0,2
Comuna 4 (El Porvenir),1,600000000,3,131.76,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1891000000,4,1205.25,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1580000000,3,1365.41,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,1834000000,4,1147.79,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1965000000,4,223.04,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,471000000,2,97.01,12.0,0,1,1
Comuna 1 (Centro Histórico),0,678000000,3,157.96,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1665000000,4,1033.87,6.0,0,0,2
Comuna 1 (Centro Histórico),0,595000000,4,123.38,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1899000000,4,1153.01,6.0,0,0,2
Comuna 4 (El Porvenir),1,747000000,4,150.06,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,582000000,2,113.69,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,802000000,3,133.25,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,3716000000,5,297.75,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1992000000,3,273.0,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3680000000,5,300.58,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,4700000000,5,390.97,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,4836000000,5,407.79,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3498000000,4,344.41,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3865000000,4,374.16,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,5040000000,6,571.9,12.0,1,0,1
Comuna 3 (Uribe Jaramillo),1,448000000,2,92.43,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,5078000000,5,421.88,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1271000000,3,1072.17,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,662000000,2,130.96,12.0,0,1,1
Comuna 3 (Uribe Jaramillo),1,867000000,3,150.33,12.0,0,1,1
Comuna 2 (San Antonio),1,727000000,5,128.0,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4729000000,5,627.65,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,1469000000,4,148.04,14.0,1,0,2
Comuna 1 (Centro Histórico),0,493000000,2,145.85,1.5,0,1,0
Comuna 4 (El Porvenir),1,856000000,4,169.72,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1614000000,3,209.23,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1539000000,3,1308.64,6.0,0,0,2
Comuna 1 (Centro Histórico),0,400000000,2,116.2,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4278000000,6,481.28,12.0,1,0,1
Comuna 4 (El Porvenir),1,827000000,4,157.85,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3222000000,6,373.72,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1155000000,4,689.23,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,676000000,2,135.93,12.0,0,1,1
Comuna 4 (El Porvenir),1,714000000,3,157.21,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,488000000,2,98.83,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1708000000,4,1061.78,6.0,0,0,2
Comuna 1 (Centro Histórico),0,556000000,3,140.18,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,931000000,3,779.0,6.0,0,0,2
Comuna 1 (Centro Histórico),0,608000000,3,152.47,1.5,0,1,0
Comuna 4 (El Porvenir),1,817000000,3,174.43,2.5,1,1,0
Comuna 4 (El Porvenir),1,707000000,4,133.3,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,5036000000,6,355.82,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,2528000000,5,340.72,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,4067000000,6,281.99,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,3135000000,5,441.85,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,6299000000,6,437.67,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,588000000,2,115.17,12.0,0,1,1
Comuna 4 (El Porvenir),1,806000000,4,158.24,2.5,1,1,0
Comuna 1 (Centro Histórico),0,548000000,3,135.79,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3603000000,5,507.17,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1137000000,3,957.02,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3964000000,6,486.48,12.0,1,0,1
Comuna 1 (Centro Histórico),0,696000000,3,165.51,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,2636000000,6,179.38,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,3144000000,5,455.32,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1699000000,2,261.52,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,645000000,3,108.02,12.0,0,1,1
Comuna 4 (El Porvenir),1,820000000,3,171.39,2.5,1,1,0
Comuna 1 (Centro Histórico),0,734000000,4,159.85,1.5,0,1,0
Comuna 4 (El Porvenir),1,770000000,4,150.51,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,1236000000,4,138.67,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,5012000000,6,602.91,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,5310000000,5,720.33,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,2355000000,4,1513.2,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1185000000,2,184.41,10.0,0,0,3
Comuna 1 (Centro Histórico),0,355000000,2,102.21,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1309000000,4,813.76,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,581000000,3,94.72,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1760000000,4,1079.03,6.0,0,0,2
Comuna 2 (San Antonio),1,844000000,4,164.88,3.5,0,1,0
Comuna 1 (Centro Histórico),0,413000000,3,104.54,1.5,0,1,0
Comuna 2 (San Antonio),1,710000000,3,164.16,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,852000000,4,101.69,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,2810000000,5,242.39,14.0,1,0,2
Comuna 2 (San Antonio),1,778000000,5,140.6,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,742000000,3,122.79,12.0,0,1,1
Corregimiento Centro (Río Abajo),1,1504000000,3,1223.16,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,3595000000,4,354.51,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,2263000000,4,1455.78,6.0,0,0,2
Comuna 2 (San Antonio),1,530000000,3,120.89,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,2117000000,4,1371.78,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1267000000,3,159.97,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3008000000,4,298.92,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1204000000,2,192.45,10.0,0,0,3
Comuna 2 (San Antonio),1,731000000,5,135.75,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1580000000,3,218.78,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,515000000,3,83.16,12.0,0,1,1
Comuna 2 (San Antonio),1,799000000,4,161.59,3.5,0,1,0
Comuna 2 (San Antonio),1,602000000,5,107.77,3.5,0,1,0
Comuna 2 (San Antonio),1,590000000,3,130.68,3.5,0,1,0
Comuna 1 (Centro Histórico),0,524000000,2,156.48,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1460000000,3,1198.77,6.0,0,0,2
Comuna 1 (Centro Histórico),0,603000000,3,140.44,1.5,0,1,0
Comuna 1 (Centro Histórico),0,401000000,2,119.66,1.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,461000000,3,73.35,12.0,0,1,1
Corregimiento Sur (Cabeceras),1,4759000000,6,343.51,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,1099000000,4,683.39,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1092000000,2,166.12,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,4449000000,6,503.54,12.0,1,0,1
Comuna 2 (San Antonio),1,529000000,5,99.54,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1210000000,3,160.2,10.0,0,0,3
Comuna 2 (San Antonio),1,815000000,3,175.13,3.5,0,1,0
Comuna 3 (Uribe Jaramillo),1,471000000,2,98.5,12.0,0,1,1
Comuna 2 (San Antonio),1,662000000,5,115.87,3.5,0,1,0
Comuna 1 (Centro Histórico),0,725000000,3,174.49,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1253000000,3,1038.94,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,2484000000,5,339.97,12.0,1,0,1
Comuna 4 (El Porvenir),1,910000000,4,168.56,2.5,1,1,0
Comuna 2 (San Antonio),1,712000000,4,146.71,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1412000000,2,209.59,10.0,0,0,3
Comuna 1 (Centro Histórico),0,706000000,4,142.4,1.5,0,1,0
Comuna 4 (El Porvenir),1,769000000,3,160.12,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3544000000,5,499.31,12.0,1,0,1
Comuna 4 (El Porvenir),1,767000000,4,154.53,2.5,1,1,0
Comuna 1 (Centro Histórico),0,484000000,2,144.6,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,2033000000,4,1256.48,6.0,0,0,2
Corregimiento Centro (Río Abajo),1,2038000000,4,1313.92,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,2896000000,4,287.52,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,727000000,3,580.44,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,4677000000,6,326.68,14.0,1,0,2
Comuna 4 (El Porvenir),1,930000000,3,212.67,2.5,1,1,0
Comuna 3 (Uribe Jaramillo),1,483000000,3,80.39,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,604000000,2,92.71,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1465000000,3,188.95,10.0,0,0,3
Comuna 4 (El Porvenir),1,985000000,4,187.84,2.5,1,1,0
Comuna 2 (San Antonio),1,654000000,5,117.85,3.5,0,1,0
Comuna 2 (San Antonio),1,787000000,4,155.67,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1642000000,3,1354.9,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1386000000,3,178.4,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,1128000000,2,175.72,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,5566000000,6,417.41,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,525000000,2,102.92,12.0,0,1,1
Comuna 1 (Centro Histórico),0,564000000,2,159.21,1.5,0,1,0
Comuna 2 (San Antonio),1,1139000000,5,203.97,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1826000000,4,222.59,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,3243000000,4,320.59,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,5608000000,5,748.56,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,4296000000,4,449.03,14.0,1,0,2
Comuna 2 (San Antonio),1,641000000,3,137.49,3.5,0,1,0
Comuna 2 (San Antonio),1,533000000,4,103.58,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,2512000000,4,254.01,14.0,1,0,2
Comuna 1 (Centro Histórico),0,482000000,2,131.7,1.5,0,1,0
Comuna 4 (El Porvenir),1,756000000,3,162.54,2.5,1,1,0
Comuna 2 (San Antonio),1,962000000,5,179.34,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,2436000000,4,242.96,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1224000000,2,188.52,10.0,0,0,3
Corregimiento Sur (Cabeceras),1,5535000000,6,388.4,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,388000000,3,67.56,12.0,0,1,1
Comuna 4 (El Porvenir),1,1036000000,4,190.31,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3545000000,5,490.72,12.0,1,0,1
Comuna 1 (Centro Histórico),0,631000000,3,159.48,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1695000000,4,1087.52,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3864000000,5,546.0,12.0,1,0,1
Comuna 4 (El Porvenir),1,726000000,4,136.99,2.5,1,1,0
Comuna 4 (El Porvenir),1,841000000,3,174.72,2.5,1,1,0
Comuna 4 (El Porvenir),1,1053000000,4,203.08,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,4155000000,6,490.47,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1672000000,2,265.18,10.0,0,0,3
Comuna 4 (El Porvenir),1,892000000,3,185.1,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,1570000000,5,131.78,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,4175000000,6,474.21,12.0,1,0,1
Corregimiento Centro (Río Abajo),1,1337000000,3,1168.01,6.0,0,0,2
Comuna 4 (El Porvenir),1,966000000,4,190.05,2.5,1,1,0
Corregimiento Sur (Cabeceras),1,2121000000,5,175.62,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1321000000,2,198.38,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,432000000,3,74.62,12.0,0,1,1
Corregimiento Norte (Galicia/La Mosca),1,1253000000,2,192.97,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,1001000000,3,820.43,6.0,0,0,2
Comuna 4 (El Porvenir),1,910000000,3,192.73,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1478000000,3,1188.88,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,3769000000,6,445.88,12.0,1,0,1
Comuna 2 (San Antonio),1,705000000,4,137.62,3.5,0,1,0
Comuna 4 (El Porvenir),1,581000000,3,131.51,2.5,1,1,0
Comuna 2 (San Antonio),1,641000000,3,147.66,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,3307000000,4,318.74,14.0,1,0,2
Comuna 3 (Uribe Jaramillo),1,703000000,3,117.56,12.0,0,1,1
Comuna 1 (Centro Histórico),0,603000000,4,128.06,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,894000000,3,771.15,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,1501000000,4,176.05,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,422000000,2,84.43,12.0,0,1,1
Comuna 4 (El Porvenir),1,924000000,4,174.45,2.5,1,1,0
Comuna 2 (San Antonio),1,750000000,3,169.32,3.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,2331000000,4,276.32,10.0,0,0,3
Comuna 2 (San Antonio),1,853000000,5,162.8,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,2808000000,5,404.25,12.0,1,0,1
Comuna 2 (San Antonio),1,907000000,5,159.91,3.5,0,1,0
Corregimiento Occidente (Llanogrande),1,3624000000,6,443.03,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,4089000000,4,397.43,14.0,1,0,2
Corregimiento Norte (Galicia/La Mosca),1,1514000000,3,208.09,10.0,0,0,3
Corregimiento Norte (Galicia/La Mosca),1,971000000,3,122.42,10.0,0,0,3
Comuna 1 (Centro Histórico),0,679000000,4,140.47,1.5,0,1,0
Comuna 4 (El Porvenir),1,883000000,3,184.61,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,2537000000,5,366.35,12.0,1,0,1
Comuna 1 (Centro Histórico),0,819000000,3,196.61,1.5,0,1,0
Comuna 2 (San Antonio),1,865000000,4,169.62,3.5,0,1,0
Comuna 2 (San Antonio),1,711000000,5,127.29,3.5,0,1,0
Comuna 1 (Centro Histórico),0,905000000,4,179.92,1.5,0,1,0
Corregimiento Norte (Galicia/La Mosca),1,1378000000,2,203.26,10.0,0,0,3
Comuna 2 (San Antonio),1,850000000,4,172.01,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1368000000,4,862.04,6.0,0,0,2
Corregimiento Sur (Cabeceras),1,2942000000,5,248.09,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,2570000000,5,205.34,14.0,1,0,2
Corregimiento Centro (Río Abajo),1,2240000000,4,1445.95,6.0,0,0,2
Comuna 1 (Centro Histórico),0,644000000,4,131.47,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,1723000000,3,1374.32,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,2254000000,5,304.3,12.0,1,0,1
Corregimiento Occidente (Llanogrande),1,2526000000,5,349.44,12.0,1,0,1
Comuna 1 (Centro Histórico),0,489000000,3,118.54,1.5,0,1,0
Corregimiento Centro (Río Abajo),1,863000000,3,739.17,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,4119000000,6,506.07,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1552000000,4,177.13,10.0,0,0,3
Corregimiento Centro (Río Abajo),1,966000000,3,802.62,6.0,0,0,2
Corregimiento Norte (Galicia/La Mosca),1,2350000000,3,304.93,10.0,0,0,3
Corregimiento Occidente (Llanogrande),1,3640000000,5,505.15,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,2651000000,4,257.38,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,2202000000,6,262.65,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1271000000,2,199.7,10.0,0,0,3
Comuna 3 (Uribe Jaramillo),1,561000000,2,114.12,12.0,0,1,1
Comuna 4 (El Porvenir),1,640000000,3,141.19,2.5,1,1,0
Comuna 2 (San Antonio),1,774000000,4,160.76,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1586000000,3,1390.92,6.0,0,0,2
Comuna 3 (Uribe Jaramillo),1,501000000,3,83.97,12.0,0,1,1
Corregimiento Occidente (Llanogrande),1,3926000000,5,535.82,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,4326000000,6,310.4,14.0,1,0,2
Comuna 1 (Centro Histórico),0,552000000,2,155.13,1.5,0,1,0
Corregimiento Occidente (Llanogrande),1,4335000000,5,599.78,12.0,1,0,1
Corregimiento Sur (Cabeceras),1,3255000000,5,277.33,14.0,1,0,2
Comuna 4 (El Porvenir),1,719000000,3,157.29,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,7155000000,6,824.13,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1162000000,2,178.49,10.0,0,0,3
Comuna 1 (Centro Histórico),0,509000000,3,124.09,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,3938000000,6,291.5,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,5019000000,5,434.88,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,2312000000,4,239.18,14.0,1,0,2
Comuna 4 (El Porvenir),1,893000000,4,180.07,2.5,1,1,0
Corregimiento Occidente (Llanogrande),1,3558000000,5,518.55,12.0,1,0,1
Comuna 4 (El Porvenir),1,606000000,3,129.24,2.5,1,1,0
Corregimiento Centro (Río Abajo),1,1533000000,3,1316.21,6.0,0,0,2
Comuna 2 (San Antonio),1,579000000,3,128.78,3.5,0,1,0
Comuna 2 (San Antonio),1,745000000,3,172.92,3.5,0,1,0
Corregimiento Centro (Río Abajo),1,1737000000,4,1078.54,6.0,0,0,2
Corregimiento Occidente (Llanogrande),1,4629000000,6,542.93,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1934000000,3,250.75,10.0,0,0,3
Comuna 4 (El Porvenir),1,626000000,4,122.27,2.5,1,1,0
Comuna 1 (Centro Histórico),0,689000000,4,150.97,1.5,0,1,0
Corregimiento Sur (Cabeceras),1,3513000000,5,294.39,14.0,1,0,2
Corregimiento Sur (Cabeceras),1,3511000000,5,288.19,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,5936000000,6,679.16,12.0,1,0,1
Corregimiento Norte (Galicia/La Mosca),1,1813000000,2,265.77,10.0,0,0,3
Comuna 2 (San Antonio),1,758000000,4,159.23,3.5,0,1,0
Comuna 2 (San Antonio),1,707000000,4,142.68,3.5,0,1,0
Corregimiento Sur (Cabeceras),1,4048000000,5,325.7,14.0,1,0,2
Corregimiento Occidente (Llanogrande),1,3855000000,6,453.85,12.0,1,0,1
Comuna 4 (El Porvenir),1,599000000,4,117.3,2.5,1,1,0
Comuna 2 (San Antonio),1,770000000,3,165.25,3.5,0,1,0
Comuna 4 (El Porvenir),1,570000000,3,118.49,2.5,1,1,0
Corregimiento Norte (Galicia/La Mosca),1,2105000000,4,251.07,10.0,0,0,3
