Sector,Tiene_parqueadero,Precio_venta_COP,Estrato,Area_construida_m2,Distancia_CC_San_Nicolas_km,Urbana_Rural,Tiene_conjunto_cerrado,Topografia
Corregimiento Centro (Río Abajo),1,790920127,3,126.2,6.23,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,271939076,3,59.4,1.75,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,266256456,2,49.5,2.35,Urbana,1,Plana y Ondulada
Comuna 1 (Centro Histórico),0,369375277,3,53.4,0.94,Urbana,1,Mayormente Plana
Comuna 2 (San Antonio),0,383698795,4,96.5,3.46,Urbana,1,Plana
Comuna 2 (San Antonio),0,410181122,4,90.1,4.12,Urbana,0,Plana
Comuna 4 (El Porvenir),0,265978813,4,73.2,2.58,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1363345253,5,197.7,11.11,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,575789750,3,95.2,7.73,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3441715091,6,356.4,13.03,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,646843470,4,193.5,6.51,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,202053851,4,77.8,1.23,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,290542489,4,52.5,1.82,Urbana,1,Mayormente Plana
Comuna 3 (Uribe Jaramillo),1,237104418,3,65.2,2.01,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),0,1236377772,6,206.0,14.02,Rural,1,Ondulada
Comuna 2 (San Antonio),1,491064674,4,86.3,4.6,Urbana,0,Plana
Corregimiento Occidente (Llanogrande),1,3813108461,6,241.6,8.49,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,383871379,4,72.3,2.23,Urbana,1,Plana
Comuna 2 (San Antonio),1,363290562,5,76.8,3.24,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,780927712,4,168.7,3.62,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1427226480,5,201.6,15.03,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),0,645718110,4,179.0,6.45,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,551821496,3,175.1,9.0,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,401985225,3,69.1,2.69,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,568653589,2,180.7,11.12,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,269896248,3,55.3,2.51,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,590283619,3,188.3,6.71,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,292702554,3,77.7,2.12,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,262722115,4,63.9,1.24,Urbana,0,Mayormente Plana
Corregimiento Norte (Galicia/La Mosca),1,435148598,4,126.3,8.13,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1335763287,6,158.1,14.71,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),0,944560933,4,163.1,5.06,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),1,4143871636,5,386.1,14.64,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),0,322098636,3,49.7,2.15,Urbana,1,Plana
Comuna 2 (San Antonio),1,488323603,5,91.9,3.02,Urbana,0,Plana
Corregimiento Sur (Cabeceras),1,1299475837,5,198.1,12.13,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1810113921,4,206.9,16.26,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,238844417,3,71.8,1.69,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,522430356,4,124.8,6.97,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,867228445,4,158.1,4.66,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,811294912,3,137.1,7.33,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,253665020,4,60.5,2.02,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,233425010,2,65.8,1.43,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,254805252,4,54.7,2.8,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,279467950,2,70.9,2.14,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1694839354,6,191.5,11.93,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,765901388,3,217.5,6.73,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,3160353785,5,296.6,11.1,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,196822753,3,64.2,2.13,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,321117770,3,69.0,2.45,Urbana,1,Plana
Comuna 4 (El Porvenir),0,374034795,3,72.8,2.28,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),0,359528221,2,51.8,1.83,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,372218650,3,61.2,2.44,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,219936061,3,50.5,2.11,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,471085529,3,66.9,3.9,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),1,285526090,2,53.7,2.12,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,535023301,4,148.5,10.11,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,294689031,3,59.2,2.15,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,324749733,3,65.9,3.18,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,845457264,4,190.2,5.86,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,660089471,2,169.6,9.53,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),0,398989224,3,62.8,2.42,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,273796159,4,80.5,1.34,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,301075279,2,67.2,1.21,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,812960089,3,267.6,8.08,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,778226112,4,177.1,6.08,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,698270218,3,161.5,9.27,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),1,338262601,4,76.6,3.61,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,865050791,3,201.4,5.89,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,283323776,2,55.8,1.53,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,214553025,3,61.3,1.91,Urbana,1,Plana y Ondulada
Comuna 4 (El Porvenir),1,351779791,4,54.8,2.55,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,289957297,4,83.2,1.4,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,304654716,4,91.4,1.66,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,525675254,5,73.0,4.03,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,630292803,2,155.5,8.54,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,717315714,4,152.6,8.33,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1297777374,6,139.9,13.97,Rural,1,Ondulada
Comuna 2 (San Antonio),0,511830697,5,95.2,2.99,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,284085994,3,64.1,2.09,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),0,520327618,4,147.9,8.06,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),0,308318325,4,37.9,3.09,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,808236446,3,182.4,8.24,Rural,1,Ondulada
Comuna 2 (San Antonio),1,427145851,5,99.0,3.01,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,873675009,4,201.3,7.17,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,290071076,2,62.2,1.35,Urbana,1,Mayormente Plana
Comuna 4 (El Porvenir),1,306725763,4,61.1,2.06,Urbana,1,Plana
Comuna 4 (El Porvenir),0,329005299,3,67.6,2.34,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,405019044,4,66.0,1.43,Urbana,1,Mayormente Plana
Comuna 2 (San Antonio),1,468831946,4,90.3,4.49,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,330696119,3,83.0,1.59,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),0,726281223,4,160.8,6.65,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1524146081,5,185.4,15.12,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,332783049,3,72.8,2.23,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3422401586,5,276.7,13.06,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),0,3262726580,5,308.6,13.02,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,747780360,4,192.8,5.81,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),1,274852218,2,52.7,1.48,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),1,559739179,3,125.3,7.78,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,342750712,2,72.6,1.5,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),1,210493231,3,68.5,1.68,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),1,228404436,3,33.9,2.03,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,280925025,3,52.8,1.43,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,967214543,4,199.2,5.67,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,795006985,4,160.0,7.16,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,261140629,3,74.6,1.88,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,482530818,3,64.1,2.71,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,1022660398,4,186.1,7.03,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1778631637,5,199.1,13.78,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,850064189,4,162.9,6.6,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,368761411,3,50.5,1.69,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),0,920960481,4,165.2,5.08,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,319655767,4,70.2,2.66,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,269323537,2,52.5,2.05,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,217452391,3,74.3,1.7,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,839988804,4,184.6,6.06,Rural,0,Ondulada
Comuna 4 (El Porvenir),0,302958343,3,68.0,1.79,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1410631054,5,166.9,14.39,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),0,906700607,4,145.6,6.34,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,336908385,4,89.4,2.24,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1406109276,4,204.2,8.91,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,236814056,3,62.7,1.38,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),0,803414910,4,202.9,5.6,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),0,1365503925,6,205.1,19.02,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,316969144,4,77.4,1.68,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,237925280,2,55.4,1.7,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,308940600,3,85.5,1.32,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3281256236,5,336.4,11.89,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,412736085,4,94.5,2.69,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,822321605,3,208.6,7.44,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1680478903,4,172.5,12.64,Rural,1,Ondulada
Comuna 2 (San Antonio),1,438378990,3,69.7,3.96,Urbana,1,Plana
Comuna 2 (San Antonio),1,447947813,3,67.2,3.14,Urbana,1,Plana
Corregimiento Sur (Cabeceras),0,1581274859,5,206.7,16.88,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,188767081,3,56.3,2.28,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,744517697,3,191.1,6.67,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,3646615615,6,345.6,14.18,Rural,1,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,340941460,2,54.6,1.22,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,321691264,3,61.5,1.75,Urbana,0,Plana
Comuna 1 (Centro Histórico),1,282524388,3,66.8,1.41,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),0,427248161,3,40.1,2.55,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,289567822,2,56.1,1.25,Urbana,1,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1819613465,4,216.8,11.37,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3046906674,6,264.8,10.24,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,669278000,4,152.8,4.46,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,401655941,3,68.8,2.93,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,706715422,3,158.2,5.1,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,694104914,4,141.6,4.96,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,598210748,4,209.8,5.46,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,461848311,2,162.1,11.61,Rural,0,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),0,297695966,3,61.4,1.41,Urbana,1,Plana y Ondulada
Comuna 1 (Centro Histórico),0,325000902,2,47.4,1.47,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,932593031,4,201.5,6.97,Rural,1,Ondulada
Comuna 1 (Centro Histórico),1,257211197,2,68.1,1.72,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,773944271,3,156.9,4.52,Rural,0,Ondulada
Comuna 4 (El Porvenir),1,412693410,4,80.3,2.35,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,222960624,2,70.3,1.87,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,235482984,3,58.7,2.54,Urbana,1,Plana y Ondulada
Corregimiento Sur (Cabeceras),0,1422852256,4,170.8,16.06,Rural,1,Ondulada
Corregimiento Norte (Galicia/La Mosca),0,591195227,2,125.1,9.89,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1663034324,4,211.9,14.55,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,962940779,5,185.1,14.13,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1520217637,5,109.8,15.2,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1554822875,5,167.3,15.44,Rural,1,Ondulada
Corregimiento Sur (Cabeceras),1,1869164012,6,175.3,16.8,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,4457333021,6,337.5,13.44,Rural,1,Plana y levemente ondulada
Comuna 3 (Uribe Jaramillo),0,180274871,3,61.6,2.13,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),1,1506958219,5,187.1,16.29,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,908412663,3,192.1,5.72,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,230590523,2,57.3,2.08,Urbana,0,Plana y Ondulada
Comuna 3 (Uribe Jaramillo),0,250320853,3,61.6,1.37,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,389221027,3,87.1,2.6,Urbana,0,Plana
Corregimiento Occidente (Llanogrande),1,3516973372,6,413.9,12.08,Rural,0,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1692811343,5,210.7,14.49,Rural,1,Ondulada
Comuna 1 (Centro Histórico),0,346594954,3,65.9,1.36,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,363515079,4,55.5,2.22,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,487836239,2,137.8,8.86,Rural,0,Montañosa y Quebrada
Corregimiento Centro (Río Abajo),1,849515675,3,163.7,4.18,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,295442368,4,56.1,1.02,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3908990681,5,291.7,11.36,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),0,404626669,4,79.7,2.73,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,2720870251,6,339.1,10.64,Rural,0,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,842209487,3,202.0,7.97,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,222050369,2,53.9,1.66,Urbana,1,Plana y Ondulada
Comuna 4 (El Porvenir),1,351518660,3,58.9,2.77,Urbana,0,Plana
Comuna 3 (Uribe Jaramillo),0,251663455,3,44.3,2.07,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,755586297,4,169.3,5.85,Rural,0,Ondulada
Comuna 1 (Centro Histórico),0,222547088,4,60.4,1.46,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,929922022,4,225.9,5.64,Rural,0,Ondulada
Comuna 1 (Centro Histórico),1,330661305,2,57.9,1.59,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,431736296,3,82.5,2.56,Urbana,1,Plana
Comuna 4 (El Porvenir),1,326313931,3,82.0,2.48,Urbana,1,Plana
Corregimiento Sur (Cabeceras),1,1144010228,4,197.7,12.65,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,2852269258,5,341.4,12.41,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1427084661,4,184.1,13.85,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),1,3924177188,5,317.6,12.17,Rural,0,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1427115187,6,168.7,12.1,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),1,239462301,3,58.2,1.29,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,457208657,3,68.7,2.28,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,242019742,4,75.9,1.41,Urbana,0,Mayormente Plana
Corregimiento Occidente (Llanogrande),1,3176163790,6,347.5,12.86,Rural,1,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,771407475,4,146.5,5.19,Rural,1,Ondulada
Corregimiento Occidente (Llanogrande),0,2993794963,6,258.7,10.11,Rural,0,Plana y levemente ondulada
Comuna 1 (Centro Histórico),0,333854620,4,73.8,1.58,Urbana,1,Mayormente Plana
Corregimiento Sur (Cabeceras),1,1303851595,5,159.1,14.88,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,4131856706,5,368.0,10.09,Rural,1,Plana y levemente ondulada
Corregimiento Norte (Galicia/La Mosca),1,375174508,3,145.5,10.8,Rural,1,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),1,288960129,2,64.8,2.38,Urbana,0,Plana y Ondulada
Comuna 4 (El Porvenir),1,399658156,4,58.1,2.61,Urbana,0,Plana
Comuna 1 (Centro Histórico),0,299792024,3,73.9,1.72,Urbana,0,Mayormente Plana
Comuna 4 (El Porvenir),1,377788576,4,63.2,2.7,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,492234206,3,131.8,10.83,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3857120859,5,374.2,16.04,Rural,1,Plana y levemente ondulada
Corregimiento Occidente (Llanogrande),1,3935337319,6,398.4,11.11,Rural,0,Plana y levemente ondulada
Corregimiento Centro (Río Abajo),1,741735915,4,182.0,5.04,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,594388082,2,161.0,11.78,Rural,0,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,383221296,4,58.2,1.72,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,875324571,3,216.7,4.97,Rural,0,Ondulada
Comuna 3 (Uribe Jaramillo),0,267466499,2,69.8,1.79,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),1,868750218,4,207.7,5.58,Rural,0,Ondulada
Comuna 2 (San Antonio),1,501068116,3,87.6,3.17,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,277607624,2,71.4,1.4,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,424793496,5,65.2,3.85,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,732018596,4,162.1,7.5,Rural,1,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1434407705,6,214.7,11.34,Rural,1,Ondulada
Comuna 2 (San Antonio),1,383553025,3,87.0,3.01,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,227849704,2,64.8,2.81,Urbana,0,Plana y Ondulada
Corregimiento Centro (Río Abajo),0,633980915,3,120.0,5.56,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1741724926,4,192.2,11.4,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),0,578035503,4,156.3,6.98,Rural,1,Ondulada
Comuna 2 (San Antonio),1,530991595,5,69.2,3.11,Urbana,1,Plana
Corregimiento Centro (Río Abajo),1,726596041,4,100.7,4.36,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,546209909,3,164.3,7.99,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1399192382,5,169.9,17.04,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,471648987,4,125.9,12.58,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),0,503450503,3,73.2,4.41,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),0,524854467,3,141.1,10.48,Rural,1,Montañosa y Quebrada
Comuna 3 (Uribe Jaramillo),1,231002395,3,52.4,2.2,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,405024134,3,65.9,4.46,Urbana,1,Plana
Comuna 2 (San Antonio),1,411768365,3,90.0,3.71,Urbana,1,Plana
Comuna 2 (San Antonio),1,388420090,4,78.0,2.48,Urbana,0,Plana
Comuna 1 (Centro Histórico),0,300009968,4,87.3,1.62,Urbana,1,Mayormente Plana
Corregimiento Centro (Río Abajo),1,539411431,4,169.4,6.82,Rural,0,Ondulada
Comuna 1 (Centro Histórico),1,326629597,4,79.1,1.24,Urbana,0,Mayormente Plana
Comuna 1 (Centro Histórico),0,382423003,3,55.9,1.69,Urbana,0,Mayormente Plana
Comuna 3 (Uribe Jaramillo),0,265692395,3,49.9,2.43,Urbana,0,Plana y Ondulada
Corregimiento Sur (Cabeceras),0,1384715796,5,230.5,8.5,Rural,1,Ondulada
Corregimiento Centro (Río Abajo),1,724487265,3,191.8,5.2,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,669461656,2,133.3,9.85,Rural,0,Montañosa y Quebrada
Corregimiento Occidente (Llanogrande),1,3157019612,6,353.2,12.94,Rural,1,Plana y levemente ondulada
Comuna 2 (San Antonio),1,367628353,4,67.2,3.41,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,742248766,3,165.3,11.03,Rural,0,Montañosa y Quebrada
Comuna 2 (San Antonio),1,414997767,5,89.4,3.64,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,247256515,3,66.9,1.79,Urbana,0,Plana y Ondulada
Comuna 2 (San Antonio),1,496410594,3,76.5,3.01,Urbana,0,Plana
Comuna 1 (Centro Histórico),1,359786076,4,55.0,1.61,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),1,673387079,3,156.4,5.83,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,2775065110,6,325.8,13.62,Rural,1,Plana y levemente ondulada
Comuna 4 (El Porvenir),1,409336538,4,63.0,2.74,Urbana,0,Plana
Comuna 2 (San Antonio),1,378549516,4,69.0,4.0,Urbana,0,Plana
Corregimiento Norte (Galicia/La Mosca),1,647420813,3,157.0,8.67,Rural,1,Montañosa y Quebrada
Comuna 1 (Centro Histórico),0,296508864,4,70.8,1.48,Urbana,1,Mayormente Plana
Comuna 4 (El Porvenir),1,431706138,4,53.8,2.26,Urbana,1,Plana
Corregimiento Occidente (Llanogrande),1,3759730720,5,352.3,12.15,Rural,0,Plana y levemente ondulada
Comuna 4 (El Porvenir),0,348010613,4,67.2,2.48,Urbana,1,Plana
Comuna 1 (Centro Histórico),0,339109288,4,59.0,1.54,Urbana,0,Mayormente Plana
Corregimiento Centro (Río Abajo),0,862102412,3,187.6,6.48,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,840599023,4,167.1,4.93,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1488776965,4,214.8,11.25,Rural,0,Ondulada
Corregimiento Centro (Río Abajo),1,856956014,3,219.6,6.69,Rural,0,Ondulada
Corregimiento Sur (Cabeceras),1,1359510387,6,220.0,12.25,Rural,1,Ondulada
Comuna 4 (El Porvenir),1,403547348,4,70.3,2.91,Urbana,1,Plana
Comuna 3 (Uribe Jaramillo),0,240389469,3,58.9,2.02,Urbana,0,Plana y Ondulada
Corregimiento Norte (Galicia/La Mosca),0,602772423,4,147.1,10.43,Rural,0,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,653409038,2,166.0,10.93,Rural,0,Montañosa y Quebrada
Comuna 4 (El Porvenir),1,297041043,3,63.7,2.35,Urbana,1,Plana
Comuna 2 (San Antonio),1,467918730,3,53.4,3.29,Urbana,1,Plana
Comuna 2 (San Antonio),1,540197912,3,84.6,3.2,Urbana,0,Plana
Corregimiento Centro (Río Abajo),1,929021648,3,177.3,4.12,Rural,0,Ondulada
Corregimiento Norte (Galicia/La Mosca),1,593979815,2,182.7,9.6,Rural,1,Montañosa y Quebrada
Corregimiento Norte (Galicia/La Mosca),1,564010959,3,145.5,8.12,Rural,0,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),1,1416197780,5,220.1,12.42,Rural,1,Ondulada
Comuna 3 (Uribe Jaramillo),0,175000000,2,59.9,1.59,Urbana,0,Plana y Ondulada
Comuna 1 (Centro Histórico),0,310096000,3,63.9,1.82,Urbana,0,Mayormente Plana
Comuna 2 (San Antonio),1,421688154,4,81.9,3.91,Urbana,1,Plana
Corregimiento Norte (Galicia/La Mosca),1,512894163,4,162.6,8.59,Rural,1,Montañosa y Quebrada
Corregimiento Sur (Cabeceras),0,1760449468,4,152.5,14.24,Rural,0,Ondulada
Corregimiento Occidente (Llanogrande),0,4326041377,5,379.3,12.15,Rural,1,Plana y levemente ondulada
Corregimiento Sur (Cabeceras),1,1679548774,6,188.6,14.31,Rural,0,Ondulada
Comuna 2 (San Antonio),0,453411203,5,97.9,3.61,Urbana,1,Plana
Comuna 2 (San Antonio),1,386042773,3,70.3,3.54,Urbana,0,Plana
